name,season,actual_war,predicted_war,error,abs_error,tier
Christian Yelich,2024,2.3,2.45,0.15000000000000036,0.15000000000000036,2-3
Cody Bellinger,2024,2.2,3.3,1.0999999999999996,1.0999999999999996,2-3
Connor Joe,2024,0.7,1.38,0.6799999999999999,0.6799999999999999,0-1
Corbin Carroll,2024,3.3,4.51,1.21,1.21,3-4
Corey Seager,2024,5.2,4.74,-0.45999999999999996,0.45999999999999996,5-6
Curt Casali,2024,0.3,0.67,0.37000000000000005,0.37000000000000005,0-1
Danny Jansen,2024,0.7,1.56,0.8600000000000001,0.8600000000000001,0-1
Dansby Swanson,2024,4.0,3.21,-0.79,0.79,3-4
Daulton Varsho,2024,4.8,2.93,-1.8699999999999997,1.8699999999999997,4-5
David Dahl,2024,0.3,1.25,0.95,0.95,0-1
David Peralta,2024,0.8,1.09,0.29000000000000004,0.29000000000000004,0-1
Dominic Smith,2024,0.0,1.65,1.65,1.65,<0
Donovan Solano,2024,1.0,0.89,-0.10999999999999999,0.10999999999999999,0-1
Dylan Moore,2024,2.1,1.29,-0.81,0.81,2-3
Edmundo Sosa,2024,2.2,1.11,-1.09,1.09,2-3
Elias DÃ­az,2024,1.2,1.13,-0.07000000000000006,0.07000000000000006,1-2
Eric Haase,2024,0.5,1.51,1.01,1.01,0-1
Eugenio SuÃ¡rez,2024,3.0,1.64,-1.36,1.36,2-3
Ezequiel DurÃ¡n,2024,0.2,1.16,0.96,0.96,0-1
Fernando Tatis Jr.,2024,2.7,4.34,1.6399999999999997,1.6399999999999997,2-3
Francisco Lindor,2024,6.8,3.75,-3.05,3.05,6+
Freddie Freeman,2024,4.5,4.83,0.33000000000000007,0.33000000000000007,4-5
Gabriel Moreno,2024,2.6,3.2,0.6000000000000001,0.6000000000000001,2-3
Garrett Hampson,2024,0.5,0.82,0.31999999999999995,0.31999999999999995,0-1
Garrett Mitchell,2024,2.1,0.99,-1.11,1.11,2-3
Garrett Stubbs,2024,0.3,0.39,0.09000000000000002,0.09000000000000002,0-1
Gary SÃ¡nchez,2024,0.2,1.13,0.9299999999999999,0.9299999999999999,0-1
Gavin Lux,2024,2.0,2.19,0.18999999999999995,0.18999999999999995,1-2
George Springer,2024,0.9,1.93,1.0299999999999998,1.0299999999999998,0-1
Geraldo Perdomo,2024,3.5,2.34,-1.1600000000000001,1.1600000000000001,3-4
Giancarlo Stanton,2024,0.8,1.46,0.6599999999999999,0.6599999999999999,0-1
Gio Urshela,2024,0.6,1.02,0.42000000000000004,0.42000000000000004,0-1
Gleyber Torres,2024,1.9,2.25,0.3500000000000001,0.3500000000000001,1-2
Gunnar Henderson,2024,8.8,3.78,-5.020000000000001,5.020000000000001,6+
Ha-Seong Kim,2024,2.6,3.46,0.8599999999999999,0.8599999999999999,2-3
Harrison Bader,2024,0.9,1.69,0.7899999999999999,0.7899999999999999,0-1
Hunter Renfroe,2024,0.1,1.62,1.52,1.52,0-1
Ian Happ,2024,3.9,2.07,-1.83,1.83,3-4
Isaac Paredes,2024,2.7,3.89,1.19,1.19,2-3
Isiah Kiner-Falefa,2024,3.5,1.6,-1.9,1.9,3-4
J.D. Martinez,2024,0.5,1.61,1.11,1.11,0-1
J.P. Crawford,2024,2.7,2.97,0.27,0.27,2-3
J.T. Realmuto,2024,2.9,2.95,0.050000000000000266,0.050000000000000266,2-3
Jacob Stallings,2024,1.7,1.63,-0.07000000000000006,0.07000000000000006,1-2
Jake Cronenworth,2024,1.9,2.12,0.2200000000000002,0.2200000000000002,1-2
Jake Fraley,2024,0.3,1.25,0.95,0.95,0-1
Jake McCarthy,2024,1.6,0.79,-0.81,0.81,1-2
Jake Meyers,2024,1.5,1.14,-0.3600000000000001,0.3600000000000001,1-2
Jake Rogers,2024,0.9,1.17,0.2699999999999999,0.2699999999999999,0-1
James McCann,2024,0.7,0.83,0.13,0.13,0-1
Jason Heyward,2024,1.1,1.69,0.5899999999999999,0.5899999999999999,1-2
Jazz Chisholm Jr.,2024,2.9,1.9,-1.0,1.0,2-3
Jeff McNeil,2024,1.5,2.04,0.54,0.54,1-2
Jeremy PeÃ±a,2024,3.9,3.66,-0.23999999999999977,0.23999999999999977,3-4
Jesse Winker,2024,1.9,3.01,1.1099999999999999,1.1099999999999999,1-2
JesÃºs SÃ¡nchez,2024,1.0,1.4,0.3999999999999999,0.3999999999999999,0-1
Joc Pederson,2024,2.8,1.04,-1.7599999999999998,1.7599999999999998,2-3
Joey Bart,2024,2.2,1.0,-1.2000000000000002,1.2000000000000002,2-3
Joey Gallo,2024,0.2,1.5,1.3,1.3,0-1
Jon Berti,2024,0.7,1.52,0.8200000000000001,0.8200000000000001,0-1
Jonah Heim,2024,1.4,2.53,1.13,1.13,1-2
Jonathan India,2024,1.7,2.09,0.3899999999999999,0.3899999999999999,1-2
Jorge Mateo,2024,0.8,1.05,0.25,0.25,0-1
Jorge Polanco,2024,1.3,1.83,0.53,0.53,1-2
Jorge Soler,2024,1.1,0.99,-0.1100000000000001,0.1100000000000001,1-2
Jose Altuve,2024,3.2,2.3,-0.9000000000000004,0.9000000000000004,3-4
Jose Iglesias,2024,3.0,1.38,-1.62,1.62,2-3
Jose Siri,2024,1.8,2.14,0.3400000000000001,0.3400000000000001,1-2
Jose Trevino,2024,0.6,0.85,0.25,0.25,0-1
Josh Lowe,2024,0.7,2.35,1.6500000000000001,1.6500000000000001,0-1
Josh Naylor,2024,1.5,1.82,0.32000000000000006,0.32000000000000006,1-2
Josh Rojas,2024,2.1,1.15,-0.9500000000000002,0.9500000000000002,2-3
Josh Smith,2024,3.5,1.0,-2.5,2.5,3-4
JosÃ© RamÃ­rez,2024,6.8,4.74,-2.0599999999999996,2.0599999999999996,6+
Juan Soto,2024,8.0,4.8,-3.2,3.2,6+
Julio RodrÃ­guez,2024,4.2,6.56,2.3599999999999994,2.3599999999999994,4-5
Jurickson Profar,2024,3.6,2.17,-1.4300000000000002,1.4300000000000002,3-4
Justin Turner,2024,1.4,1.22,-0.17999999999999994,0.17999999999999994,1-2
Ke'Bryan Hayes,2024,0.9,3.05,2.15,2.15,0-1
Keibert Ruiz,2024,0.6,1.84,1.2400000000000002,1.2400000000000002,0-1
Kerry Carpenter,2024,2.1,1.65,-0.4500000000000002,0.4500000000000002,2-3
Ketel Marte,2024,6.8,2.55,-4.25,4.25,6+
Kevin Kiermaier,2024,0.9,2.35,1.4500000000000002,1.4500000000000002,0-1
Kevin Newman,2024,2.2,1.57,-0.6300000000000001,0.6300000000000001,2-3
Kevin Pillar,2024,0.3,0.79,0.49000000000000005,0.49000000000000005,0-1
KikÃ© HernÃ¡ndez,2024,1.2,1.66,0.45999999999999996,0.45999999999999996,1-2
Kyle Higashioka,2024,1.4,0.57,-0.83,0.83,1-2
Kyle Isbel,2024,2.0,1.59,-0.4099999999999999,0.4099999999999999,1-2
Kyle Schwarber,2024,3.3,1.3,-1.9999999999999998,1.9999999999999998,3-4
Kyle Tucker,2024,4.6,4.66,0.0600000000000005,0.0600000000000005,4-5
LaMonte Wade Jr.,2024,2.0,1.7,-0.30000000000000004,0.30000000000000004,1-2
Lane Thomas,2024,0.3,2.31,2.0100000000000002,2.0100000000000002,0-1
Lars Nootbaar,2024,1.6,3.09,1.4899999999999998,1.4899999999999998,1-2
Leody Taveras,2024,0.7,2.38,1.68,1.68,0-1
Lourdes Gurriel Jr.,2024,1.9,1.86,-0.039999999999999813,0.039999999999999813,1-2
Luis Arraez,2024,1.1,3.32,2.2199999999999998,2.2199999999999998,1-2
Luis GarcÃ­a Jr.,2024,2.2,1.73,-0.4700000000000002,0.4700000000000002,2-3
Luis Guillorme,2024,0.2,1.51,1.31,1.31,0-1
Luis Rengifo,2024,1.8,1.96,0.15999999999999992,0.15999999999999992,1-2
Luis Robert Jr.,2024,1.3,3.46,2.16,2.16,1-2
Luis Torrens,2024,0.7,0.95,0.25,0.25,0-1
Luis UrÃ­as,2024,0.4,1.92,1.52,1.52,0-1
Manny Machado,2024,3.1,2.96,-0.14000000000000012,0.14000000000000012,3-4
Marcell Ozuna,2024,4.3,2.86,-1.44,1.44,4-5
Marcus Semien,2024,4.5,5.05,0.5499999999999998,0.5499999999999998,4-5
Mark Canha,2024,0.5,1.51,1.01,1.01,0-1
Matt Chapman,2024,7.1,2.68,-4.42,4.42,6+
Matt Olson,2024,3.9,5.0,1.1,1.1,3-4
Matt Thaiss,2024,0.6,0.99,0.39,0.39,0-1
Matt Vierling,2024,2.8,1.05,-1.7499999999999998,1.7499999999999998,2-3
Mauricio DubÃ³n,2024,1.0,1.34,0.3400000000000001,0.3400000000000001,0-1
Max Kepler,2024,1.0,2.01,1.0099999999999998,1.0099999999999998,0-1
Max Muncy,2024,3.0,2.48,-0.52,0.52,2-3
Michael A. Taylor,2024,0.9,1.18,0.2799999999999999,0.2799999999999999,0-1
Michael Conforto,2024,1.3,1.42,0.11999999999999988,0.11999999999999988,1-2
Michael Harris II,2024,3.2,3.69,0.48999999999999977,0.48999999999999977,3-4
Miguel Andujar,2024,0.4,1.18,0.7799999999999999,0.7799999999999999,0-1
Miguel Rojas,2024,3.4,1.2,-2.2,2.2,3-4
Mike Tauchman,2024,0.6,2.28,1.6799999999999997,1.6799999999999997,0-1
Mike Trout,2024,1.0,2.48,1.48,1.48,0-1
Mike Yastrzemski,2024,2.1,1.73,-0.3700000000000001,0.3700000000000001,2-3
Mookie Betts,2024,4.6,4.8,0.20000000000000018,0.20000000000000018,4-5
Nathaniel Lowe,2024,3.0,2.02,-0.98,0.98,2-3
Nick Allen,2024,0.2,1.2,1.0,1.0,0-1
Nick Castellanos,2024,0.6,1.17,0.57,0.57,0-1
Nicky Lopez,2024,0.1,1.71,1.6099999999999999,1.6099999999999999,0-1
Nico Hoerner,2024,3.7,3.16,-0.54,0.54,3-4
Nolan Arenado,2024,2.7,2.79,0.08999999999999986,0.08999999999999986,2-3
Nolan Gorman,2024,0.5,1.95,1.45,1.45,0-1
Orlando Arcia,2024,0.5,1.33,0.8300000000000001,0.8300000000000001,0-1
Ozzie Albies,2024,1.6,3.31,1.71,1.71,1-2
Paul DeJong,2024,0.9,1.4,0.4999999999999999,0.4999999999999999,0-1
Paul Goldschmidt,2024,1.4,2.88,1.48,1.48,1-2
Pete Alonso,2024,2.5,3.19,0.69,0.69,2-3
Rafael Devers,2024,3.9,2.81,-1.0899999999999999,1.0899999999999999,3-4
RamÃ³n Laureano,2024,1.3,2.01,0.7099999999999997,0.7099999999999997,1-2
RamÃ³n UrÃ­as,2024,1.4,1.81,0.41000000000000014,0.41000000000000014,1-2
Randal Grichuk,2024,2.2,0.94,-1.2600000000000002,1.2600000000000002,2-3
Randy Arozarena,2024,1.7,3.06,1.36,1.36,1-2
Reese McGuire,2024,0.2,0.88,0.6799999999999999,0.6799999999999999,0-1
Riley Adams,2024,0.2,1.17,0.97,0.97,0-1
Riley Greene,2024,5.3,2.12,-3.1799999999999997,3.1799999999999997,5-6
Rob Refsnyder,2024,0.9,0.71,-0.19000000000000006,0.19000000000000006,0-1
Ronald AcuÃ±a Jr.,2024,0.0,6.75,6.75,6.75,<0
Ryan Jeffers,2024,2.1,1.67,-0.43000000000000016,0.43000000000000016,2-3
Ryan McMahon,2024,2.3,2.52,0.2200000000000002,0.2200000000000002,2-3
Ryan Mountcastle,2024,2.4,1.7,-0.7,0.7,2-3
Ryan O'Hearn,2024,1.8,1.19,-0.6100000000000001,0.6100000000000001,1-2
Salvador Perez,2024,2.8,1.54,-1.2599999999999998,1.2599999999999998,2-3
Sam Hilliard,2024,0.4,0.66,0.26,0.26,0-1
Sean Murphy,2024,1.3,2.74,1.4400000000000002,1.4400000000000002,1-2
Seiya Suzuki,2024,3.5,2.06,-1.44,1.44,3-4
Shea Langeliers,2024,2.9,1.29,-1.6099999999999999,1.6099999999999999,2-3
Shohei Ohtani,2024,9.0,4.52,-4.48,4.48,6+
Spencer Steer,2024,1.5,2.06,0.56,0.56,1-2
Starling Marte,2024,0.6,2.67,2.07,2.07,0-1
Steven Kwan,2024,4.0,3.53,-0.4700000000000002,0.4700000000000002,3-4
Stuart Fairchild,2024,1.0,0.51,-0.49,0.49,0-1
TJ Friedl,2024,0.5,2.68,2.18,2.18,0-1
Taylor Walls,2024,1.4,1.86,0.4600000000000002,0.4600000000000002,1-2
Taylor Ward,2024,2.3,1.49,-0.8099999999999998,0.8099999999999998,2-3
Teoscar HernÃ¡ndez,2024,4.1,1.61,-2.4899999999999993,2.4899999999999993,4-5
Tommy Edman,2024,0.9,2.53,1.63,1.63,0-1
Travis Jankowski,2024,0.4,1.2,0.7999999999999999,0.7999999999999999,0-1
Travis d'Arnaud,2024,1.1,0.78,-0.32000000000000006,0.32000000000000006,1-2
Trea Turner,2024,2.8,3.51,0.71,0.71,2-3
Trent Grisham,2024,0.4,2.47,2.0700000000000003,2.0700000000000003,0-1
Trevor Larnach,2024,1.3,1.22,-0.08000000000000007,0.08000000000000007,1-2
Trevor Story,2024,0.8,1.65,0.8499999999999999,0.8499999999999999,0-1
Triston Casas,2024,0.7,1.77,1.07,1.07,0-1
Tucker Barnhart,2024,0.3,0.72,0.42,0.42,0-1
Tyler O'Neill,2024,2.9,1.99,-0.9099999999999999,0.9099999999999999,2-3
Tyler Stephenson,2024,2.4,1.33,-1.0699999999999998,1.0699999999999998,2-3
Tyrone Taylor,2024,2.0,1.46,-0.54,0.54,1-2
Victor Caratini,2024,1.3,0.9,-0.4,0.4,1-2
Vladimir Guerrero Jr.,2024,6.0,3.52,-2.48,2.48,5-6
VÃ­ctor Robles,2024,3.1,1.53,-1.57,1.57,3-4
Whit Merrifield,2024,0.2,1.4,1.2,1.2,0-1
Will Smith,2024,3.4,3.35,-0.04999999999999982,0.04999999999999982,3-4
Willi Castro,2024,1.6,1.85,0.25,0.25,1-2
William Contreras,2024,5.0,2.2,-2.8,2.8,4-5
Willson Contreras,2024,3.0,2.76,-0.2400000000000002,0.2400000000000002,2-3
Willy Adames,2024,3.2,3.01,-0.1900000000000004,0.1900000000000004,3-4
Xander Bogaerts,2024,1.2,3.27,2.0700000000000003,2.0700000000000003,1-2
Yandy DÃ­az,2024,1.6,2.48,0.8799999999999999,0.8799999999999999,1-2
Yasmani Grandal,2024,0.7,1.72,1.02,1.02,0-1
Yordan Alvarez,2024,5.2,4.65,-0.5499999999999998,0.5499999999999998,5-6
Yuli Gurriel,2024,0.2,1.68,1.48,1.48,0-1
Zach McKinstry,2024,0.8,1.09,0.29000000000000004,0.29000000000000004,0-1
